Volume,Budget,Year,Credit_limit,Product_type,Legalstatus,Payment_type
342,515.99,2021,3000,Diesel,Limited_Company,Direct_Debit
133.76,198.18,2021,4000,Diesel,Limited_Company,Direct_Debit
416.47,655.94,2021,4000,Diesel,Limited_Company,Direct_Debit
25.71,40.55,2021,1500,Diesel,Limited_Company,Direct_Debit
160,264.13,2021,3000,Diesel,Limited_Company,Direct_Debit
72.58,108.54,2021,1500,Diesel,Limited_Company,Direct_Debit
57.35,86.96,2021,500,Diesel,Limited_Company,Direct_Debit
38.2,56.17,2021,750,Diesel,Limited_Company,Direct_Debit
506.58,719.09,2021,1000,Diesel,Limited_Company,Direct_Debit
69.17,109.09,2021,1000,Diesel,Limited_Company,Direct_Debit
32.29,50.18,2021,500,Diesel,Limited_Company,Direct_Debit
38.3,57.58,2021,500,Petrol,Limited_Company,Direct_Debit
60.44,95.33,2021,400,Diesel,Limited_Company,Direct_Debit
33.46,47.93,2021,1000,Petrol,Limited_Company,Direct_Debit
83.36,122.05,2021,4000,Diesel,Limited_Company,Direct_Debit
68.95,101.4,2021,2000,Diesel,Limited_Company,Direct_Debit
62.5,94.6,2021,1500,Diesel,Limited_Company,Direct_Debit
68.26,106.88,2021,1500,Diesel,Sole_Trader,Direct_Debit
395.71,594.08,2021,2000,Diesel,Limited_Company,Direct_Debit
346.88,508.55,2021,4800,Diesel,Limited_Company,Direct_Debit
290.01,438.01,2021,2000,Diesel,Limited_Company,Direct_Debit
36.98,56.68,2021,400,Diesel,Limited_Company,Direct_Debit
55.6,123.8,2021,750,Diesel,Sole_Trader,Direct_Debit
58.83,86.9,2021,750,Diesel,Sole_Trader,Direct_Debit
46.5,67.25,2021,400,Diesel,Sole_Trader,Direct_Debit
11.73,16.89,2021,400,Diesel,Sole_Trader,Direct_Debit
102.22,156.42,2021,2000,Diesel,Limited_Company,Direct_Debit
378.86,559.1,2021,2000,Diesel,Limited_Company,Direct_Debit
545.02,796.56,2021,2600,Diesel,Limited_Company,Direct_Debit
26.63,38.97,2021,1000,Diesel,Sole_Trader,Direct_Debit
151.39,222.44,2021,2000,Diesel,Limited_Company,Direct_Debit
36.86,53.85,2021,1000,Diesel,Sole_Trader,Direct_Debit
109.31,161.25,2021,1500,Diesel,Limited_Company,Direct_Debit
50.05,110.13,2021,1500,Diesel,Limited_Company,Direct_Debit
93.19,156.97,2021,2000,Petrol,Limited_Company,Direct_Debit
92.53,134.59,2021,500,Diesel,Limited_Company,Direct_Debit
84.77,129.2,2021,1000,Diesel,Limited_Company,Direct_Debit
74.58,111.58,2021,2000,Diesel,Limited_Company,Direct_Debit
72.48,102.87,2021,1000,Diesel,Limited_Company,Direct_Debit
127.22,191.31,2021,1000,Diesel,Limited_Company,Direct_Debit
117.3,171.5,2021,1500,Diesel,Sole_Trader,Direct_Debit
43.88,66.49,2021,500,Diesel,Limited_Company,Direct_Debit
93.25,136.12,2021,3000,Diesel,Limited_Company,Direct_Debit
44.6,66.53,2021,1200,Diesel,Limited_Company,Direct_Debit
100.73,154.5,2021,4000,Diesel,Sole_Trader,Direct_Debit
157.94,239.49,2021,3000,Diesel,Limited_Company,Direct_Debit
291.33,450.36,2021,3750,Diesel,Partnership,Direct_Debit
33,48.43,2021,1000,Diesel,Sole_Trader,Direct_Debit
375.5,550.37,2021,4000,Diesel,Limited_Company,Direct_Debit
61.69,93.16,2021,1000,Diesel,Limited_Company,Direct_Debit
114.19,173.2,2021,800,Petrol,Limited_Company,Direct_Debit
59.76,94.2,2021,500,Diesel,Sole_Trader,Direct_Debit
192.08,285.36,2021,1500,Diesel,Limited_Company,Direct_Debit
107.08,183.16,2021,2000,Diesel,Limited_Company,Direct_Debit
32.49,48.27,2021,1000,Diesel,Limited_Company,Direct_Debit
52.18,77.41,2021,600,Diesel,Limited_Company,Direct_Debit
209.81,314.21,2021,3750,Diesel,Limited_Company,Direct_Debit
27.81,43.01,2021,800,Diesel,Limited_Company,Direct_Debit
48.28,71.15,2021,500,Diesel,Sole_Trader,Direct_Debit
326.52,477.73,2021,2000,Diesel,Sole_Trader,Direct_Debit
49.05,73.13,2021,500,Diesel,Limited_Company,Direct_Debit
30,43.3,2021,500,Diesel,Limited_Company,Direct_Debit
51.32,80.46,2021,500,Diesel,Limited_Company,Direct_Debit
136.01,201.13,2021,4500,Diesel,Limited_Company,Direct_Debit
55.33,82.95,2021,500,Diesel,Limited_Company,Direct_Debit
20.44,31.61,2021,4000,Diesel,Sole_Trader,Direct_Debit
106.6,157.85,2021,2000,Diesel,Limited_Company,Direct_Debit
207,297.96,2021,4200,Diesel,Sole_Trader,Direct_Debit
41.08,61,2021,2250,Diesel,Sole_Trader,Direct_Debit
229.17,359.99,2021,3000,Diesel,Limited_Company,Direct_Debit
58.21,89.91,2021,500,Petrol,Limited_Company,Direct_Debit
82.7,122.86,2021,800,Petrol,Limited_Company,Direct_Debit
65.24,98.81,2021,1000,Diesel,Limited_Company,Direct_Debit
65.6,100.55,2021,1000,Diesel,Sole_Trader,Direct_Debit
40.4,58.42,2021,500,Petrol,Limited_Company,Direct_Debit
82.38,121.59,2021,1500,Diesel,Limited_Company,Direct_Debit
310.73,463.73,2021,500,Diesel,Limited_Company,Direct_Debit
184.57,299.98,2021,3000,Diesel,Sole_Trader,Direct_Debit
170.21,257.89,2021,3600,Diesel,Limited_Company,Direct_Debit
83.94,126.29,2021,1500,Petrol,Limited_Company,Direct_Debit
360,542.3,2021,1200,Diesel,Limited_Company,Direct_Debit
49.5,75.95,2021,500,Diesel,Limited_Company,Direct_Debit
49.11,70.9,2021,500,Diesel,Limited_Company,Direct_Debit
42.95,62.81,2021,400,Petrol,Limited_Company,Direct_Debit
38.03,56.5,2021,500,Diesel,Limited_Company,Direct_Debit
10.88,16.29,2021,500,Diesel,Limited_Company,Direct_Debit
177.37,273.95,2021,3000,Diesel,Sole_Trader,Direct_Debit
70.52,100.33,2021,1500,Diesel,Sole_Trader,Direct_Debit
44.36,65.9,2021,500,Diesel,Sole_Trader,Direct_Debit
80.67,121.45,2021,600,Diesel,Limited_Company,Direct_Debit
193.32,285.95,2021,3600,Diesel,Limited_Company,Direct_Debit
187.54,274.98,2021,4000,Diesel,Limited_Company,Direct_Debit
26.31,38.59,2021,400,Diesel,Sole_Trader,Direct_Debit
53.47,82.69,2021,2000,Diesel,Limited_Company,Direct_Debit
56.98,86.38,2021,1000,Diesel,Limited_Company,Direct_Debit
62.85,91.58,2021,500,Diesel,Sole_Trader,Direct_Debit
83.27,122.38,2021,1500,Diesel,Sole_Trader,Direct_Debit
198.75,317.34,2021,4000,Diesel,Sole_Trader,Direct_Debit
66.7,97.13,2021,500,Diesel,Sole_Trader,Direct_Debit
164.06,282.98,2021,2250,Diesel,Limited_Company,Direct_Debit
131.22,192.98,2021,1500,Diesel,Limited_Company,Direct_Debit
107,157.37,2021,3000,Diesel,Limited_Company,Direct_Debit
131.69,225.66,2021,1200,Diesel,Limited_Company,Direct_Debit
65.93,96.73,2021,500,Diesel,Limited_Company,Direct_Debit
46.82,70.98,2021,750,Petrol,Limited_Company,Direct_Debit
323.45,568.88,2021,3600,Diesel,Limited_Company,Direct_Debit
74.91,115.85,2021,1250,Diesel,Limited_Company,Direct_Debit
45.15,66.45,2021,500,Diesel,Limited_Company,Direct_Debit
114.58,170.82,2021,2000,Diesel,Sole_Trader,Direct_Debit
52.85,106.77,2021,1000,Diesel,Limited_Company,Direct_Debit
62.88,95.85,2021,500,Diesel,Limited_Company,Direct_Debit
65.22,95.53,2021,600,Diesel,Limited_Company,Direct_Debit
79.37,155.95,2021,1250,Diesel,Limited_Company,Direct_Debit
48.36,72.5,2021,1000,Petrol,Limited_Company,Direct_Debit
16.07,23.29,2021,500,Diesel,Sole_Trader,Direct_Debit
64.93,93.64,2021,500,Diesel,Sole_Trader,Direct_Debit
119.01,176.17,2021,4800,Diesel,Limited_Company,Direct_Debit
84.15,121.32,2021,1000,Diesel,Sole_Trader,Direct_Debit
11.18,16.67,2021,500,Diesel,Limited_Company,Direct_Debit
45.23,63.44,2021,500,Diesel,Limited_Company,Direct_Debit
120,172.87,2021,750,Diesel,Limited_Company,Direct_Debit
64.19,125.49,2021,500,Diesel,Limited_Company,Direct_Debit
341.88,499.86,2021,1500,Diesel,Limited_Company,Direct_Debit
134.35,197.59,2021,2250,Diesel,Limited_Company,Direct_Debit
200,302.68,2021,1000,Diesel,Limited_Company,Direct_Debit
53.55,81.05,2021,1000,Diesel,Limited_Company,Direct_Debit
60.69,88.96,2021,500,Diesel,Limited_Company,Direct_Debit
49.31,72.86,2021,400,Diesel,Limited_Company,Direct_Debit
832,1203.57,2021,3000,Diesel,Limited_Company,Direct_Debit
113.91,164.84,2021,1000,Diesel,Sole_Trader,Direct_Debit
198.12,301.58,2021,4000,Diesel,Limited_Company,Direct_Debit
148.64,220.82,2021,3600,Diesel,Limited_Company,Direct_Debit
83.34,125.06,2021,4000,Diesel,Limited_Company,Direct_Debit
42.89,62.5,2021,500,Diesel,Limited_Company,Direct_Debit
36.39,52.39,2021,500,Diesel,Sole_Trader,Direct_Debit
264.86,398.71,2021,3200,Diesel,Limited_Company,Direct_Debit
114.6,170.25,2021,2000,Diesel,Limited_Company,Direct_Debit
54.11,79.47,2021,750,Diesel,Limited_Company,Direct_Debit
66.59,100.96,2021,500,Diesel,Sole_Trader,Direct_Debit
408.01,585.74,2021,4000,Diesel,Limited_Company,Direct_Debit
31,43.48,2021,400,Petrol,Limited_Company,Direct_Debit
155.66,246.25,2021,3000,Diesel,Limited_Company,Direct_Debit
337.81,492.9,2021,1500,Diesel,Limited_Company,Direct_Debit
528.65,759.3,2021,4000,Diesel,Limited_Company,Direct_Debit
595.37,870.9,2021,2400,Diesel,Limited_Company,Direct_Debit
70.29,108.7,2021,650,Diesel,Sole_Trader,Direct_Debit
52.23,77.59,2021,500,Diesel,Sole_Trader,Direct_Debit
403.55,587.41,2021,2500,Diesel,Limited_Company,Direct_Debit
77.84,114.06,2021,2000,Diesel,Limited_Company,Direct_Debit
145.36,235.67,2021,4000,Diesel,Limited_Company,Direct_Debit
135.4,198.3,2021,800,Diesel,Sole_Trader,Direct_Debit
167.74,284.05,2021,1000,Diesel,Limited_Company,Direct_Debit
73.01,107.63,2021,950,Diesel,Limited_Company,Direct_Debit
137.04,197.29,2021,2250,Diesel,Sole_Trader,Direct_Debit
114.23,172.86,2021,3000,Diesel,Limited_Company,Direct_Debit
18.93,27.76,2021,400,Diesel,Sole_Trader,Direct_Debit
39.82,56.94,2021,2500,Diesel,Limited_Company,Direct_Debit
83.21,126.1,2021,2000,Diesel,Limited_Company,Direct_Debit
62,92.95,2021,500,Diesel,Limited_Company,Direct_Debit
683.56,1011.05,2021,4500,Diesel,Limited_Company,Direct_Debit
187.97,284.41,2021,2000,Diesel,Sole_Trader,Direct_Debit
48.28,74.13,2021,1000,Petrol,Sole_Trader,Direct_Debit
84.23,130.75,2021,1500,Petrol,Limited_Company,Direct_Debit
47.04,69.88,2021,2500,Diesel,Sole_Trader,Direct_Debit
81.18,118.47,2021,1000,Diesel,Sole_Trader,Direct_Debit
301.64,483.88,2021,1500,Diesel,Limited_Company,Direct_Debit
92.32,156.76,2021,2000,Diesel,Limited_Company,Direct_Debit
54.52,81.05,2021,1000,Diesel,Limited_Company,Direct_Debit
25.6,37.31,2021,500,Diesel,Sole_Trader,Direct_Debit
61.68,92.98,2021,750,Petrol,Limited_Company,Direct_Debit
70.29,102.99,2021,800,Diesel,Limited_Company,Direct_Debit
18.37,25.76,2021,500,Petrol,Sole_Trader,Direct_Debit
61.46,136.86,2021,400,Diesel,Sole_Trader,Direct_Debit
69.56,100.32,2021,400,Diesel,Sole_Trader,Direct_Debit
225.98,330.11,2021,1000,Diesel,Limited_Company,Direct_Debit
143.31,205.32,2021,1500,Diesel,Limited_Company,Direct_Debit
75.94,106.5,2021,800,Petrol,Sole_Trader,Direct_Debit
55.03,85.1,2021,1000,Diesel,Limited_Company,Direct_Debit
913.01,1339.93,2021,3000,Diesel,Limited_Company,Direct_Debit
581.26,849.9,2021,4800,Diesel,Limited_Company,Direct_Debit
92.28,140.97,2021,3000,Diesel,Limited_Company,Direct_Debit
140.4,205.98,2021,1500,Diesel,Limited_Company,Direct_Debit
186.75,273.55,2021,3000,Diesel,Sole_Trader,Direct_Debit
46.35,67.24,2021,750,Diesel,Sole_Trader,Direct_Debit
118.05,175.61,2021,3000,Diesel,Limited_Company,Direct_Debit
74.08,107.36,2021,625,Diesel,Limited_Company,Direct_Debit
63.16,95.03,2021,1250,Diesel,Limited_Company,Direct_Debit
87.08,127.43,2021,2500,Diesel,Sole_Trader,Direct_Debit
78.54,114.79,2021,1000,Diesel,Limited_Company,Direct_Debit
38.47,55.7,2021,500,Diesel,Sole_Trader,Direct_Debit
159.57,230.85,2021,1800,Diesel,Limited_Company,Direct_Debit
114.24,166.1,2021,1800,Petrol,Limited_Company,Direct_Debit
169.15,250.6,2021,1200,Diesel,Sole_Trader,Direct_Debit
51.89,79.55,2021,750,Diesel,Limited_Company,Direct_Debit
53.19,75.49,2021,1000,Diesel,Limited_Company,Direct_Debit
66,97.49,2021,1000,Diesel,Limited_Company,Direct_Debit
112.94,163.67,2021,1000,Diesel,Sole_Trader,Direct_Debit
83.57,122.25,2021,400,Diesel,Sole_Trader,Direct_Debit
71.08,103.12,2021,500,Diesel,Sole_Trader,Direct_Debit
193.98,293.85,2021,3000,Diesel,Limited_Company,Direct_Debit
101.92,151.77,2021,2000,Diesel,Limited_Company,Direct_Debit
77.87,121.6,2021,3750,Diesel,Limited_Company,Direct_Debit
45.28,63.51,2021,625,Diesel,Sole_Trader,Direct_Debit
77.87,117.12,2021,2500,Petrol,Sole_Trader,Direct_Debit
92.12,135.47,2021,1000,Diesel,Limited_Company,Direct_Debit
110.91,159.29,2021,1000,Diesel,Sole_Trader,Direct_Debit
108.41,158.78,2021,1000,Diesel,Limited_Company,Direct_Debit
32.81,48.08,2021,400,Diesel,Limited_Company,Direct_Debit
20,29.23,2021,400,Diesel,Sole_Trader,Direct_Debit
129.52,193.39,2021,2000,Diesel,Sole_Trader,Direct_Debit
63.58,92.31,2021,1000,Diesel,Sole_Trader,Direct_Debit
43.27,62.71,2021,900,Diesel,Limited_Company,Direct_Debit
84.79,125.63,2021,2000,Diesel,Sole_Trader,Direct_Debit
26.18,37.79,2021,400,Diesel,Limited_Company,Direct_Debit
85.79,127.23,2021,1000,Diesel,Limited_Company,Direct_Debit
80,116.02,2021,1000,Diesel,Sole_Trader,Direct_Debit
100,145.36,2021,600,Diesel,Limited_Company,Direct_Debit
75.55,107.55,2021,1250,Diesel,Limited_Company,Direct_Debit
480.03,692.9,2021,4000,Diesel,Limited_Company,Direct_Debit
81.02,117.57,2021,500,Diesel,Limited_Company,Direct_Debit
60.63,88.19,2021,1000,Diesel,Sole_Trader,Direct_Debit
45.01,66.4,2021,1500,Diesel,Sole_Trader,Direct_Debit
83.01,146.79,2021,2000,Petrol,Limited_Company,Direct_Debit
377.32,571.6,2021,3750,Diesel,Limited_Company,Direct_Debit
66.48,99.93,2021,750,Diesel,Sole_Trader,Direct_Debit
46.89,68.35,2021,500,Diesel,Sole_Trader,Direct_Debit
93.3,138.37,2021,1500,Diesel,Limited_Company,Direct_Debit
47.04,69.55,2021,1000,Diesel,Limited_Company,Direct_Debit
53.51,79.12,2021,750,Diesel,Limited_Company,Direct_Debit
70.68,101.19,2021,400,Diesel,Sole_Trader,Direct_Debit
94.46,138.69,2021,3000,Diesel,Limited_Company,Direct_Debit
230.87,333.94,2021,4000,Diesel,Limited_Company,Direct_Debit
27.64,39.59,2021,500,Diesel,Limited_Company,Direct_Debit
323.69,473.33,2021,2500,Diesel,Limited_Company,Direct_Debit
34.01,52.38,2021,1000,Diesel,Limited_Company,Direct_Debit
58.63,85.07,2021,875,Diesel,Sole_Trader,Direct_Debit
26.61,39.07,2021,900,Diesel,Limited_Company,Direct_Debit
48.16,75.01,2021,500,Diesel,Limited_Company,Direct_Debit
21.4,30.57,2021,750,Diesel,Sole_Trader,Direct_Debit
51.76,79.32,2021,500,Diesel,Limited_Company,Direct_Debit
72.86,105.62,2021,500,Diesel,Sole_Trader,Direct_Debit
165,243.06,2021,1000,Diesel,Limited_Company,Direct_Debit
7.58,13.51,2021,500,Diesel,Sole_Trader,Direct_Debit
42.17,61.87,2021,750,Diesel,Limited_Company,Direct_Debit
475.04,681.65,2021,3000,Diesel,Limited_Company,Direct_Debit
43.98,63.81,2021,750,Diesel,Limited_Company,Direct_Debit
106.58,164.8,2021,3750,Diesel,Limited_Company,Direct_Debit
49.09,71.78,2021,1000,Diesel,Limited_Company,Direct_Debit
50.32,71.94,2021,600,Diesel,Sole_Trader,Direct_Debit
69.27,103.57,2021,2500,Diesel,Limited_Company,Direct_Debit
383.31,573.14,2021,2000,Diesel,Limited_Company,Direct_Debit
80.97,120.77,2021,1000,Diesel,Limited_Company,Direct_Debit
36.01,53.08,2021,1500,Petrol,Limited_Company,Direct_Debit
44.96,65.06,2021,500,Diesel,Sole_Trader,Direct_Debit
165.72,253.8,2021,3000,Diesel,Limited_Company,Direct_Debit
61.81,137.63,2021,600,Diesel,Limited_Company,Direct_Debit
185.04,278.34,2021,3000,Diesel,Sole_Trader,Direct_Debit
78.8,121.27,2021,1000,Diesel,Limited_Company,Direct_Debit
47,66.71,2021,1000,Diesel,Sole_Trader,Direct_Debit
114.11,163.09,2021,1000,Diesel,Limited_Company,Direct_Debit
21.52,33.18,2021,500,Diesel,Sole_Trader,Direct_Debit
128.26,193.14,2021,2000,Diesel,Sole_Trader,Direct_Debit
80.95,115.66,2021,800,Diesel,Sole_Trader,Direct_Debit
73.18,106.85,2021,1300,Diesel,Limited_Company,Direct_Debit
504,729.9,2021,3000,Diesel,Sole_Trader,Direct_Debit
96.6,149.1,2021,2500,Diesel,Sole_Trader,Direct_Debit
40.23,63.12,2021,1000,Diesel,Limited_Company,Direct_Debit
132.15,188.27,2021,2250,Diesel,Sole_Trader,Direct_Debit
115.12,171.87,2021,1500,Diesel,Sole_Trader,Direct_Debit
159.62,232.1,2021,1000,Diesel,Sole_Trader,Direct_Debit
131.63,189.38,2021,1500,Diesel,Limited_Company,Direct_Debit
270.45,407.81,2021,2400,Diesel,Limited_Company,Direct_Debit
69.23,103.98,2021,400,Diesel,Sole_Trader,Direct_Debit
25.68,37.57,2021,500,Diesel,Sole_Trader,Direct_Debit
91,135.42,2021,2500,Diesel,Sole_Trader,Direct_Debit
17,24.66,2021,900,Diesel,Sole_Trader,Direct_Debit
30.07,45.55,2021,750,Diesel,Sole_Trader,Direct_Debit
72.74,104.78,2021,2500,Petrol,Sole_Trader,Direct_Debit
50.76,73.45,2021,750,Diesel,Limited_Company,Direct_Debit
32.77,47.8,2021,400,Diesel,Sole_Trader,Direct_Debit
184.21,269.9,2021,3000,Diesel,Limited_Company,Direct_Debit
162.34,256.91,2021,3000,Diesel,Limited_Company,Direct_Debit
37.08,52.01,2021,400,Petrol,Sole_Trader,Direct_Debit
34.48,50.76,2021,500,Diesel,Limited_Company,Direct_Debit
94.78,143.17,2021,800,Diesel,Sole_Trader,Direct_Debit
109.55,157.6,2021,1500,Diesel,Sole_Trader,Direct_Debit
161.92,239.32,2021,2500,Diesel,Sole_Trader,Direct_Debit
38.65,57.13,2021,500,Diesel,Sole_Trader,Direct_Debit
130.55,199.41,2021,2500,Diesel,Limited_Company,Direct_Debit
94.64,137.3,2021,1000,Diesel,Limited_Company,Direct_Debit
69.21,98.62,2021,500,Diesel,Limited_Company,Direct_Debit
49.24,75.49,2021,1000,Diesel,Sole_Trader,Direct_Debit
102.5,148.4,2021,2000,Diesel,Sole_Trader,Direct_Debit
43.52,63.39,2021,1500,Diesel,Limited_Company,Direct_Debit
58.5,84.66,2021,1000,Diesel,Sole_Trader,Direct_Debit
48.68,76.76,2021,750,Diesel,Sole_Trader,Direct_Debit
94.64,144.65,2021,1000,Diesel,Limited_Company,Direct_Debit
48.93,71.52,2021,2500,Diesel,Limited_Company,Direct_Debit
57.77,86.13,2021,1000,Diesel,Sole_Trader,Direct_Debit
75.64,115.69,2021,750,Diesel,Limited_Company,Direct_Debit
37.04,53.75,2021,1000,Diesel,Limited_Company,Direct_Debit
309.11,447.53,2021,1250,Diesel,Limited_Company,Direct_Debit
86.07,127.9,2021,2000,Diesel,Sole_Trader,Direct_Debit
108.52,166.87,2021,2000,Diesel,Limited_Company,Direct_Debit
71.75,107.84,2021,1000,Diesel,Limited_Company,Direct_Debit
102.85,151.25,2021,1000,Diesel,Sole_Trader,Direct_Debit
60,85.57,2021,1000,Diesel,Sole_Trader,Direct_Debit
53.56,78.15,2021,750,Diesel,Limited_Company,Direct_Debit
69.19,100.68,2021,500,Diesel,Limited_Company,Direct_Debit
40.07,60.84,2021,500,Diesel,Limited_Company,Direct_Debit
94.11,137.5,2021,2000,Petrol,Limited_Company,Direct_Debit
29.45,44.48,2021,1000,Diesel,Limited_Company,Direct_Debit
74.64,112.34,2021,1100,Diesel,Sole_Trader,Direct_Debit
167.55,244.55,2021,1000,Diesel,Sole_Trader,Direct_Debit
69.58,106.94,2021,4000,Diesel,Limited_Company,Direct_Debit
109.23,163.2,2021,4000,Diesel,Limited_Company,Direct_Debit
58.68,86.5,2021,1000,Diesel,Sole_Trader,Direct_Debit
43.53,62.61,2021,750,Diesel,Sole_Trader,Direct_Debit
91.59,139.6,2021,1200,Diesel,Limited_Company,Direct_Debit
172.53,247.45,2021,4000,Diesel,Limited_Company,Direct_Debit
172.59,253.81,2021,3750,Diesel,Limited_Company,Direct_Debit
7.92,11.74,2021,500,Petrol,Limited_Company,Direct_Debit
143.74,218.59,2021,1300,Diesel,Limited_Company,Direct_Debit
54.75,92.32,2021,1500,Diesel,Limited_Company,Direct_Debit
134.61,206.22,2021,800,Diesel,Sole_Trader,Direct_Debit
39.63,58.42,2021,500,Diesel,Limited_Company,Direct_Debit
20,47.96,2021,2000,Diesel,Limited_Company,Direct_Debit
90.94,139.77,2021,1750,Diesel,Limited_Company,Direct_Debit
98.28,143.03,2021,800,Diesel,Sole_Trader,Direct_Debit
150.92,232.54,2021,750,Diesel,Limited_Company,Direct_Debit
50,74.72,2021,1250,Diesel,Sole_Trader,Direct_Debit
88.39,130.34,2021,1000,Diesel,Limited_Company,Direct_Debit
77.02,111.93,2021,1000,Diesel,Limited_Company,Direct_Debit
64.87,95.66,2021,2000,Diesel,Limited_Company,Direct_Debit
59.61,86.24,2021,400,Diesel,Sole_Trader,Direct_Debit
50.85,78.16,2021,1000,Diesel,Limited_Company,Direct_Debit
334.74,504.42,2021,2000,Diesel,Limited_Company,Direct_Debit
30.84,49.15,2021,1000,Diesel,Limited_Company,Direct_Debit
453.7,682.76,2021,2500,Diesel,Limited_Company,Direct_Debit
121.47,179.33,2021,2000,Diesel,Limited_Company,Direct_Debit
89.17,136.44,2021,2250,Diesel,Sole_Trader,Direct_Debit
62.36,90.83,2021,500,Diesel,Sole_Trader,Direct_Debit
125.79,187.78,2021,2000,Diesel,Limited_Company,Direct_Debit
48.63,74.93,2021,1250,Diesel,Limited_Company,Direct_Debit
39.62,58.48,2021,750,Petrol,Limited_Company,Direct_Debit
68.75,100.77,2021,4000,Diesel,Limited_Company,Direct_Debit
44.72,66.67,2021,500,Diesel,Limited_Company,Direct_Debit
104.37,153.12,2021,1500,Diesel,Sole_Trader,Direct_Debit
138.66,206.73,2021,2400,Diesel,Sole_Trader,Direct_Debit
46.46,67.03,2021,1000,Diesel,Limited_Company,Direct_Debit
63.05,92,2021,500,Diesel,Limited_Company,Direct_Debit
238.64,355.6,2021,2500,Diesel,Limited_Company,Direct_Debit
65.61,95.57,2021,400,Diesel,Sole_Trader,Direct_Debit
59.33,87.46,2021,400,Diesel,Sole_Trader,Direct_Debit
144.2,232.87,2021,1500,Diesel,Limited_Company,Direct_Debit
72.22,112.79,2021,1500,Diesel,Sole_Trader,Direct_Debit
45.87,70.5,2021,750,Diesel,Limited_Company,Direct_Debit
64.69,96.78,2021,1500,Diesel,Limited_Company,Direct_Debit
21.52,33.34,2021,500,Diesel,Limited_Company,Direct_Debit
130.21,235.23,2021,3000,Diesel,Limited_Company,Direct_Debit
1,36.64,2021,700,Diesel,Limited_Company,Direct_Debit
101.12,148.86,2021,2000,Diesel,Limited_Company,Direct_Debit
78.43,114.41,2021,400,Diesel,Limited_Company,Direct_Debit
34.6,50.56,2021,500,Diesel,Sole_Trader,Direct_Debit
249.33,381.97,2021,2000,Diesel,Limited_Company,Direct_Debit
47.67,70.3,2021,1500,Diesel,Sole_Trader,Direct_Debit
103.7,161.12,2021,4000,Diesel,Limited_Company,Direct_Debit
154.62,246.16,2021,1500,Diesel,Limited_Company,Direct_Debit
50.11,73.97,2021,400,Diesel,Limited_Company,Direct_Debit
118.61,180.55,2021,2000,Diesel,Limited_Company,Direct_Debit
153.53,226.62,2021,2250,Diesel,Limited_Company,Direct_Debit
32.33,47.72,2021,2000,Diesel,Limited_Company,Direct_Debit
32.33,47.65,2021,1250,Diesel,Limited_Company,Direct_Debit
152.99,227.35,2021,1500,Diesel,Sole_Trader,Direct_Debit
131.28,191.2,2021,4000,Diesel,Limited_Company,Direct_Debit
171.43,263.49,2021,4500,Diesel,Sole_Trader,Direct_Debit
49.99,70.95,2021,1500,Diesel,Limited_Company,Direct_Debit
75.71,108.47,2021,400,Diesel,Limited_Company,Direct_Debit
200.61,300.72,2021,3000,Diesel,Limited_Company,Direct_Debit
84.41,129.4,2021,1500,Diesel,Sole_Trader,Direct_Debit
49.68,79.11,2021,750,Diesel,Limited_Company,Direct_Debit
65.63,100.87,2021,1000,Diesel,Limited_Company,Direct_Debit
57.77,93.34,2021,500,Diesel,Limited_Company,Direct_Debit
22.27,31.4,2021,500,Petrol,Sole_Trader,Direct_Debit
319.72,465.91,2021,3000,Diesel,Sole_Trader,Direct_Debit
71.75,110.28,2021,1250,Diesel,Limited_Company,Direct_Debit
160.12,233.17,2021,4000,Diesel,Limited_Company,Direct_Debit
27.39,37.37,2021,400,Petrol,Sole_Trader,Direct_Debit
28.45,41.38,2021,500,Diesel,Sole_Trader,Direct_Debit
57.49,84,2021,500,Diesel,Sole_Trader,Direct_Debit
22.26,31.73,2021,1500,Diesel,Limited_Company,Direct_Debit
51.77,75.9,2021,1000,Diesel,Sole_Trader,Direct_Debit
115.1,175.24,2021,2000,Diesel,Sole_Trader,Direct_Debit
116.76,172.06,2021,2000,Diesel,Limited_Company,Direct_Debit
48.38,78.18,2021,1200,Diesel,Limited_Company,Direct_Debit
57.34,83.53,2021,400,Diesel,Sole_Trader,Direct_Debit
32.62,50.17,2021,1000,Diesel,Limited_Company,Direct_Debit
39.94,58.98,2021,1000,Diesel,Limited_Company,Direct_Debit
53.81,78.97,2021,500,Diesel,Sole_Trader,Direct_Debit
200.02,285.07,2021,1000,Diesel,Sole_Trader,Direct_Debit
104.94,158.2,2021,800,Diesel,Sole_Trader,Direct_Debit
229.37,333.81,2021,3750,Diesel,Limited_Company,Direct_Debit
83.85,121.89,2021,2500,Diesel,Partnership,Direct_Debit
162.55,246.84,2021,3000,Diesel,Limited_Company,Direct_Debit
76.29,110.6,2021,1000,Diesel,Sole_Trader,Direct_Debit
21.52,32.34,2021,2000,Diesel,Limited_Company,Direct_Debit
40.59,70.17,2021,1000,Petrol,Limited_Company,Direct_Debit
78.62,114.09,2021,500,Diesel,Sole_Trader,Direct_Debit
351.8,523.65,2021,2500,Diesel,Limited_Company,Direct_Debit
11.13,16.43,2021,500,Diesel,Partnership,Direct_Debit
59.4,91.3,2021,500,Diesel,Limited_Company,Direct_Debit
60.94,98.64,2021,1000,Diesel,Limited_Company,Direct_Debit
